File Name,Context,Decision,tokens,id,Context_tokens,Decision_tokens
hee-web-blueprint/0006-use-testcontainers-for-providing-ephemeral-test-environments.md,"## Context\nHaving determined to use Gherkin and Selenide to manage the generation of our automated tests, we need to determine the platform on which these tests will run. The platform should be open source, if at all possible and portable between hosting platforms.\n",We have determined to use the testcontainers.org project to manage the infrastructure for our automated tests. This platform provides a way of generically describing the containers that we use to run our tests and can be executed on platforms including Github Actions.\n,54,1198,54,48
hee-web-blueprint/0004-use-gherkin-for-describing-acceptance-tests.md,## Context\nWe should determine how to develop and document our accptance tests. This decision describes the choice around the langauge (DSL) that we use to describe them.\n,We have determined to describe our acceptance tests using Gherkin.\n,37,1201,37,14
hee-web-blueprint/0008-use-npm-to-host-hee-frontend-framework.md,## Context\nWe need to identify how and where we will store packages that describe our front end framework. There are a number of NHS UK and NHS Digital projects that already use NPM as their package repository for front end code.\n,We have chosen to store our packages on NPM.\n,47,1202,47,12
hee-web-blueprint/0002-use-github-for-source-control.md,## Context\nWe needed to determine where to store and manage the source code for the HEE National Website Platform. HEE currently have a number of projects managed on GitHub so already have a presence on the platform.\n,We will store the platform source code on Github\n,44,1203,44,10
hee-web-blueprint/0005-use-selenide-for-creating-and-managing-acceptance-tests.md,"## Context\nHaving determined to use Gherkin as the way that we describe our acceptance tests, we need to choose a Java based (because BloomReach is Java based) framework to write our acceptance tests in.\n",We have determined to use Selenide as the framework to implement our automated tests.\n,44,1204,44,18
hee-web-blueprint/0001-record-architecture-decisions.md,## Context\nWe need to record the architectural decisions made on this project.\n,"We will use Architecture Decision Records, as [described by Michael Nygard](http://thinkrelevance.com/blog/2011/11/15/documenting-architecture-decisions).\n",16,1206,16,39
hee-web-blueprint/0011-use-federated-authentication-provider.md,## Context\nWe need to describe an approach to authentication that supports the use of multiple authentication providers. Azure AD provides the ability to configure direct federation with a range of authentication providers and includes the ability to provide managed authorisation for users without the ability to authenticate with Azure AD\n- https://docs.microsoft.com/en-us/azure/active-directory/b2b/delegate-invitations\n,We will choose an authentication provider/platform that supports the federation of authentication.\n,76,1207,76,15
TruBudget/0001-record-architecture-decisions.md,## Context\nWe need to record the architectural decisions made on this project.\n,"We will use Architecture Decision Records, as described by Michael Nygard in this article: http://thinkrelevance.com/blog/2011/11/15/documenting-architecture-decisions\n",16,1226,16,39
TruBudget/0007-execution-architecture-overview.md,## Context\nWe need an overview for the execution architecture\n,TruBudget can be deployed either locally or in the cloud using Docker. Interfaces are exposed via web interface and via blockchain connection.\n![Overview of architecture](./img/0007-execution-architecture-overview.png)\n,12,1227,12,46
WorkoutLog/0004_fragment_specific_menu.md,## Context\nWe need a consistent way to add menus within fragments.\n,Every fragment handles its menu independently. This is achieved through calling setHasOptionsMenu(true)\nand overriding the specific methods needed for creating the menu and handling selection events.\n,15,1229,15,34
WorkoutLog/0007_license_info.md,"## Context\nOpen Source Software should be honored and apart from our obligation to show the used open source libraries, we think\nthe great people have to be named to honor their contribution.\n",We need a new view showing all relevant open source libraries we are using including a link to the project-page.\nFor simplicity we should use a simple webview showing a pre created HTML page.\n,38,1230,38,40
WorkoutLog/0009_one_time_events_livedata.md,## Context\nLiveData events will be pushed again after certain LifeCycle events. Ie. when rotating the device or\nafter returning to a fragment from another navigation path. Errors or special events like automatic\nnavigation should only be executed once.\n,A new event will be introduced for the ViewModels which has the clear purpose of only occur once.\n,49,1231,49,21
WorkoutLog/0001_appbar_interface.md,## Context\nWe need a consistent way to access the Application Bar to update the Caption or change the Hamburger menu to homeAsUp\n,"We create an interface which will be implemented by the Activity. Due to the single activity architecture, the base\nfragment will cast the context to which the fragment is attached to the interface and set a member variable. Also some\nmethods will be exposed by the fragment so that extended fragments can make use of these methods.\n",28,1232,28,64
WorkoutLog/0003_edit_decision_from_fragment.md,"## Context\nThe ViewModel is responsible for the data, so i tried an attempt to notify the ViewModel from within the view that the\nuser clicked the ""edit"" menu item. The ViewModel exposed a LiveData object which was observed by the view to trigger the\nnavigation to a edit fragment.\nAfter editing the workout and clicked saved, the edit fragment was opened again instantly. This was caused by the\nViewModel which triggered the edit event again.\n","The view (DetailviewWorkoutFragment) no longer notifies the ViewModel about the edit action but directly calls the\nnavigation component to open the EditWorkoutFragment, and therefore decides what should be done after the edit action\nwas clicked (normally the view should not make this kind of decision).\n",90,1233,90,60
WorkoutLog/0008_event_method_prefix.md,## Context\nOnboarding new engineers on a software project should be fast. Also our future self should be back on track on a project fast.\nConsistent and logical naming can be a benefit here.\n,"All ""event""-methods within a ViewModel class should have a prefix ""on"". Events are methods which are called by the view.\n(ie. onClickFavorite, onSearchChanged).\n",42,1234,42,38
WorkoutLog/0002_remove_state.md,## Context\nI think exposing the whole state from the ViewModel to the fragment moves some logic to the fragment and is error prone\nin my opinion.\n,"Instead of exposing whole state objects, we expose only single properties which can individually handled by the fragment\n",31,1235,31,20
WorkoutLog/0006_viewmodel_exposing_state.md,"## Context\nAfter saw the results of ADR 0002 (update stream mess) and read some blog posts regarding ""redux like"" Android apps,\nwe should move back to exposing whole state objects from the ViewModel.\n",ViewModels exposing a single state object (sealed class) which is handled by the fragment.\n,46,1237,46,19
stamper/0002-kotlin-as-language.md,## Context\nWe need to choose main language for the app.\n,"We use Kotlin because it is the main language in JetBrains. When the summer practice is ended, this will simplify maintenance and contributions from other JetBrains employees.\n",14,1238,14,31
stamper/0007-docker.md,## Context\nWe need to choose how we will deploy our app.\n,We use Docker because it allows us to isolate app with a container and easily deploy to the server with Terraform.\n,15,1239,15,24
stamper/0004-bootsptrap-as-frontend-framework.md,## Context\nWe need to choose a frontend framework.\n,"We don't have any specific requirements yet, so use Bootstrap because it is the most popular framework, and has a lot of documentation.\n",12,1240,12,28
stamper/0005-junit-as-test-framework.md,## Context\nWe need to choose test framework.\n,"We use JUnit because it is a standard framework for JVM, and we don't have any advanced requirements yet.\n",11,1241,11,24
stamper/0008-gradle.md,## Context\nWe need to choose how we will build our app.\n,"We use Gradle because it is very flexible, has some plugins for Docker integration and @mkuzmin know this technology very well.\n",15,1242,15,28
stamper/0003-spring-boot-as-web-framework.md,## Context\nWe need to choose a web framework for the app.\n,"We use Spring Boot because it allows us starting fast, and concentrating on business logic of the app, rather than working on infrastructure tasks.\n",15,1243,15,28
stamper/0001-record-architecture-decisions.md,## Context\nWe need to record the architectural decisions made on this project.\n,"We will use Architecture Decision Records, as described by Michael Nygard in this article: http://thinkrelevance.com/blog/2011/11/15/documenting-architecture-decisions\n",16,1244,16,39
stamper/0006-thymeleaf.md,## Context\nWe need to choose view representation\n,We use Thymeleaf because it provides:\n- clean HTML view\n- templates that can be run without server\n,10,1245,10,25
buy-for-your-school/0005-use-bullet-to-catch-nplus1-queries.md,## Context\nIt can be easy to miss an inefficient database query during code review. These can build up and have detremental performance on the application and effect the user experience.\n,Add an automatic check to the test suite to ensure (through CI) that these are fixed before being deployed.\n,37,1246,37,23
buy-for-your-school/0022-use-awsS3-for-storage-requirements.md,## Context\n* Case management system requires secure cloud storage to store case related documents.\n* GOV.UK  Ruby applications often use [Amazon S3 storage and Rails Active Storage](https://docs.publishing.service.gov.uk/manual/conventions-for-rails-applications.html#header) together and as it is preferred technical choice.\n* A private aws-s3-bucket would be provisioned on Gov PaaS and only accessible via rails app  bind with the service.\n,* Use Amazon S3 storage service on Gov PaaS and Rails Active Storage\n,97,1247,97,16
buy-for-your-school/0004-use-a-changelog-for-tracking-changes-in-a-release.md,"## Context\nDocumenting changes for a release can be challenging. It often involves reading\nback through commit messages and PRs, looking for and classifying changes, which\nis a time consuming and error prone process.\n","We will use a changelog (`CHANGELOG.md`) in the\n[Keep a Changelog 1.0.0](https://keepachangelog.com/en/1.0.0/) format to be\nupdated when code changes happen, rather than at release time.\n",45,1248,45,57
buy-for-your-school/0003-use-standard-rb.md,"## Context\nWe need to make sure our code is written in a standard style for clarity, consistency across a project and to avoid back and forth between developers about code style.\n",We will use [Standard.rb](https://github.com/testdouble/standard) and run the standard.rb rake task to lint the code as part of the test suite.\n,36,1249,36,35
buy-for-your-school/0012-create-infrastructure-on-gpaas-cloud-foundry-with-terraform.md,## Context\nThe early beta was originally hosted on dxw's Heroku to get delivering quickly whilst access to GPaaS could be set up.\nAccess to GPaaS with approved billing has now been confirmed so we are migrating the service to its longer term home.\n,- Move the service from Heroku to GPaaS for all environments except the ephemeral pull request review environments.\n- Use Terraform to define the infrastructure as code.\n,54,1250,54,35
buy-for-your-school/0017-use-codeclimate-in-pipeline.md,"## Context\nCodeClimate is an automated code review tool that looks at test coverage, code smell and tech debt.\n",We will use CodeClimate as an additional level of quality assurance on our pull requests.\n,24,1253,24,18
buy-for-your-school/0020-use-accessible-autocomplete-for-autocomplete-fields.md,## Context\nIt is necessary to provide autocomplete functionality to make certain fields quicker to enter by suggesting potential results to the user.\n,We will use [accessible-autocomplete](https://github.com/alphagov/accessible-autocomplete) to provide the autocomplete capability in our pages.\nThis package has been chosen because accessibility has been carefully considered when developing the package.\nAlso it is designed to be used with `govuk` form styles so it will be in keeping with other form fields\nand not be jarring to the user.\n,26,1255,26,83
buy-for-your-school/0016-use-rubocop-govuk-for-code-linting.md,## Context\nGov.uk projects should maintain consistent [code formatting](https://gds-way.cloudapps.digital/manuals/programming-languages/ruby.html#code-formatting)\n,"Change from [Standard.rb](https://github.com/testdouble/standard), which is a wrapper around [Rubocop](),\nto the [GovUK maintained version](https://github.com/alphagov/rubocop-govuk).\n",36,1256,36,51
buy-for-your-school/0015-store-user-activity-in-app.md,"## Context\n- We need to keep a record of activities taken by users so that we can gather quantitative research data\n- We need to avoid third-party tracking services, since these carry with them privacy concerns, lack of clarity around retention rules, additional user consent, and the need for additional approvals\n",Store all records of activities taken by users in-app.\n,60,1257,60,12
buy-for-your-school/0009-use-simplecov-to-monitor-code-test-coverage.md,## Context\nWe want to keep our test coverage as high as possible without having to run\nmanual checks as these take time and are easy to forget.\n,Use Simplecov with RSpec to monitor coverage changes on every test run\n,32,1258,32,15
buy-for-your-school/0010-use-redis-for-a-read-cache.md,## Context\nThe service needs a way to build resilience against the external Contentful API becoming unexpectedly unavailable. This service is a single point of failure.\ndxw use often use Rails and Redis together and recommend it as a technical choice.\n,Add and use Redis for a read cache.\n,48,1259,48,10
buy-for-your-school/0011-use-sidekiq-for-asynchronous-tasks.md,"## Context\nWe need a way for the service to automatically and regularly run a task.\nWe already have Redis available as our caching layer and Sidekiq works great with it.\nAn alternative could be to use Cron for scheduled tasks and a postgres backed asynchronous jobs, perhaps even run inline. We know how to get Sidekiq running with Docker and reusing Redis (rather than Postgres) for job data that is ephemeral feels a better fit given we already have Redis.\n",Use Sidekiq for processing asynchronous tasks.\n,99,1260,99,10
buy-for-your-school/0002-use-pull-request-templates.md,"## Context\nThe quality of information included in our pull requests varies greatly which can lead to code reviews which take longer and are harder for the person to understand the considerations, outcomes and consquences of a series of changes.\nA couple of recent projects have found a GitHub pull request template to have been a positive change. Prompting what pull request descriptions should include has lead to better documented changes that have been easier to review on the whole.\n",Include a basic pull request template for GitHub so that every pull request prompts every author to fill it out.\n,89,1261,89,22
buy-for-your-school/0018-use-notify-api-for-sending-emails.md,## Context\nIt is necessary for the service to confirm various actions with users via email messages.\n,"Gov.UK Notify is the recommended solution, using the `notifications-ruby-client` library.\n",20,1262,20,20
buy-for-your-school/0008-use-brakeman-for-security-analysis.md,## Context\nWe need a mechanism for highlighting security vulnerabilities in our code before it reaches production environments\n,Use the [Brakeman](https://brakemanscanner.org/) static security analysis tool to find vulnerabilities in development and test\n,20,1263,20,29
buy-for-your-school/0020-use-contentful-for-page-content.md,"## Context\n* Several content-only pages are served by our `Pages` table;\n* `Pages` within the app mirror `Pages` within Contenful;\n* This allows content designers (via Contentful) the ability to edit, add and\ndelete Pages without help from developers.\n",* Remove [high_voltage](https://github.com/thoughtbot/high_voltage);\n* Rely on a final generic route that directs to `PagesController`;\n* Use the slug to retrieve the Page from `t.pages`.\n,62,1264,62,49
buy-for-your-school/0019-use-loaf-for-breadcrumb-links.md,## Context\nIt is necessary for breadcrumb navigation to be supported and configured in a consistent way across the application\n,The recommended solution is to use the `loaf` library - which is already used in several other DfE repositories as the go-to solution for breadcrumb management:\n- https://github.com/DFE-Digital/academy-transfers-frontend\n- https://github.com/DFE-Digital/get-into-teaching-app\n- https://github.com/DFE-Digital/npd-find-and-explore\n,22,1265,22,87
unruly-puppet/0002-standalone-nrpe-custom-check-module.md,## Context\nWe need to add new functionality to the project - the ability to create custom NRPE checks.\nThis means having templated configuration for adding service-specific plugins for the purposes of monitoring.\nThe `base` module already contains NRPE specific code.\nIt installs NRPE and ensures it is running. It also configures a set of default monitoring plugins.\n,"We considered three possible approaches to adding the new NRPE functionality:\n- Add it to the `base::nrpe`\n- Create a separate `nrpe_custom_checks` module and keep `base` the way it is\n- Create a separate `nrpe_custom_checks` module and refactor `base` to use it for check creation\nRather than extending the base NRPE class, we chose to create a standalone NRPE custom checks module and keep `base` independent.\n",75,1268,75,98
unruly-puppet/0001-record-architecture-decisions.md,## Context\nWe need to record the architectural decisions made on this project.\n,"We will use Architecture Decision Records, as [described by Michael Nygard](http://thinkrelevance.com/blog/2011/11/15/documenting-architecture-decisions).\n",16,1269,16,39
libelektra/empty_files.md,## Problem\nAn empty KeySet is passed to kdbSet(). What is the correct persistent\nrepresentation?\n,Remove files on empty KeySet.\n,23,1271,23,8
libelektra/highlevel_help_message.md,## Problem\nWe want to allow to print the help message no matter what errors happened in `kdbOpen` or `kdbGet`.\n,"Ignore missing `require`d keys (in help mode), but fail for every other error.\n",31,1274,31,20
libelektra/elektra_web_pubsub.md,"## Problem\nTo develop a [Web UI](https://github.com/ElektraInitiative/libelektra/issues/252),\nwe need to be able to remotely configure Elektra via a network socket.\nThe idea is to use a Pub/Sub concept to synchronize actions which describe\nchanges in the Elektra state.\n",REST Api is used.\n,69,1275,69,6
libelektra/spec_expressiveness.md,"## Problem\nCurrently, you can easily come into wrong assumptions\nthat something would work in the specification.\nWe need to find minimal requirements to implement a sane spec plugin.\n",- no defaults for `sw/_/key` specifications\n(default will not work for `ksLookup(/sw/sthg/key)`)\n- plugins are not allowed to create keys (may change in future; depends on plugin positions)\nThe spec plugin should yield errors when it detects such situations.\n,36,1277,36,60
libelektra/cmake_spec.md,## Problem\nThe compilation variants of plugins blow up the number of plugins.\nAdditionally there is the concept of default storage + resolver that is\nneeded for bootstrapping plugins.\n,Rejected: keep default plugins as-is\n,37,1279,37,8
libelektra/multiple_file_backends.md,"## Problem\nIn some situations a single mountpoint refers to more than one file per namespace:\n- For XDG in the `system` namespace may contain several files (XDG_CONFIG_DIRS).\n- A fallback file if some data cannot be stored in some format (Idea from @kodebach:\nwriting the same content to several files, merging when reading)\n","Multiple File Backends are not supported for now in the case of writing files.\nMultiple sources in one namespace only work, if the fallback KeySet is\npart of the mountpoint config. That way any change to the fallback\nKeySet would essentially make the whole thing a different mountpoint\nand thereby invalidate all guarantees.\n",76,1281,76,67
libelektra/elektra_web_recursive.md,"## Problem\nAfter deciding how to remotely manage instances and groups of instances\n(clusters) with Elektra Web, there is still the issue of recursively nested\nclusters (clusters of clusters).\n",Managing the hierarchy in a single clusterd instance.\n- [Elektra Web Structure decision](elektra_web.md)\n,40,1282,40,27
libelektra/global_plugins.md,"## Problem\n- Notification does not happen once after final commit, but for every\nplugin\n- Problems in spec plugin\nThese problems can be traced back to the placement of the plugins.\nWe need to clean up and simplify the placement.\n","Have hooks and API specific to the list of global plugins in assumptions.\nThese hooks are not shared, so no `list` plugin is needed.\nInstalled plugins will be used.\n- [Array](array.md)\n- [Ensure](ensure.md)\n",50,1284,50,54
libelektra/relative.md,"## Problem\nThere is a different behavior of various plugins whether their name is\nabsolute or relative, including:\n1. mounting the same file somewhere else does not work\n2. importing somewhere else (other than from where it was exported) does not work\n(See [here](https://github.com/ElektraInitiative/libelektra/issues/51))\n",Key names shall be relative to parent Key name\nNone\n,77,1285,77,12
libelektra/library_split.md,"## Problem\nOnly libelektra-core is supposed to access private data but this contradicts the goal to keep the library minimal.\n`kdbprivate.h` was too generic, it contained many other parts next to the struct definitions of Key/KeySet.\n","Also allow `libelektra-operations` library to access private Key/KeySet.\nPut struct definitions of Key/KeySet in a separate header file, which gets\nincluded by parts that need it\n- none\n",55,1286,55,47
libelektra/vendor_spec.md,"## Problem\nVendors (distributors, administrators) might want to modify the specification.\ngsettings has a similar feature.\n","As found out during implementation of [specload](/src/plugins/specload), only a very limited subset can be modified safely, e.g.:\n- add/edit/remove `description`, `opt/help` and `comment`\n",27,1287,27,47
libelektra/internal_cache.md,"## Problem\nWhen doing kdbGet() possible more keys are returned which might be\nconfusing. When doing a second kdbGet() with a new keyset\nno keys might be returned, because it is up-to-date.\nWhen doing kdbSet() a deep duplication is needed.\nIdea: keep a duplicated keyset internally. Return (non-deep?)\nduplications exactly of the parts as requested.\n",Not yet decided.\n- [Global Validation](global_validation.md)\n,90,1289,90,15
libelektra/error_handling.md,## Problem\nThere are ambiguous cases where the same return value can refer to multiple problems:\n- name modifications which can be either invalid name or locking the key name\n- getting values of (non-)binary keys\n,"- Update documentation in `doc/dev/error-*` and link to them in the documentation\nfor the module `kdb`\n- Add second channel for getting information about errors\n- Return error codes directly from functions where failures are expected, e.g. `kdbGet`, `keySetName`\n- Harmonize return values from all functions and move error reporting to second channel\n- Binary metadata vs flag #4194\n",44,1292,44,86
libelektra/script_testing.md,## Problem\nWriting portable shell code for testing command-line tools is difficult.\n,Develop [shell recorder](/tests/shell/shell_recorder) and [tutorial wrapper](/tests/shell/shell_recorder/tutorial_wrapper).\n,16,1294,16,31
libelektra/key_string_return_value.md,## Problem\nWhen using keyString() on empty / binary values the return values are the literal strings (null) / (binary). This seems very awkward and unintuitive from a user's perspective.\n,"- `key == NULL` return 0, error code via second channel\n- `key->value == NULL` return 0, error code via second channel\n- `key == <binary>` return 0, error code via second channel\n- everything else as is\n",41,1295,41,57
libelektra/base_name.md,"## Problem\nA key name is made out of a sequence of key part names, and can be constructed with `keyAddBaseName/keySetBaseName`.\nBoth applications and configuration file formats might need arbitrary strings to be encoded within a key name part.\nFor example:\n- an application uses names of internal components as sections within the configuration.\n- a parser reads an empty string, to be encoded as base name.\n","`keyAddBaseName/keySetBaseName` never fail with any argument, so any character sequence can be escaped except of NULL bytes.\nThe argument goes unmodified to the unescaped key name.\nFor arrays there is no escaping needed because an array is only an array if the metadata `array` is appended to the direct parent key.\nSee [array](array.md).\n- [Array](array.md)\n",89,1297,89,86
libelektra/rest_api_documentation.md,"## Problem\nA standard way of describing REST APIs offered by tools and plugins for Elektra is required to ease development for and usage of these. Because many good standards for describing APIs are out there already, an existing one shall be used.\n",The decision is to use [API blueprints](https://apiblueprint.org/) together with additional tools from its ecosystem.\n,50,1298,50,28
libelektra/commit_function.md,"## Problem\nWhen `kdbSet()` is called, plugins implementing the commit role need to\ntrack their state to distinguish between carrying out that role and\ncarrying out potential other roles (commit and setresolver for the\nresolver plugin, for example). This limits the possibilities of plugin\nreuse and the ways plugins can be combined.\n","Committing will no longer be done by `kdbSet()`. Instead, the functionality\nwill be implemented by its own function, `kdbCommit()`.\n",70,1300,70,34
libelektra/default_values.md,## Problem\n- KeySet might get modified on access (hash rebuilds)\n- Expectation that already all keys are there after `kdbGet()`\n- No default value calculation\n,- spec-plugin does a lookup for values (Maybe also resolving missing fallback/override links?)\n,40,1301,40,20
libelektra/warning_array.md,## Problem\nCurrently multiple warnings are saved in an elektra non-conforming array\nnotation which is limited to 100 entries. The notation of `#00` is against\nthe design [decision made](array.md).\n,"The format should be aligned with the correct array notation,\nstarting with `#0`. The maximum number of warnings will stay at\n100 entries (`#0` - `#_99`).\n- [Array](array.md)\n",46,1303,46,49
libelektra/unit_testing.md,## Problem\nThe previous unit testing framework started as hack to have a bit more\nthan simple asserts. It is not easy to use (needs explicit enumeration\nof all test cases) and lacks really important features (e.g. output of\nthe assertion that failed).\n,"- Keep C framework for C tests and ABI tests\n- Google Unit testing framework `gtest` with code downloaded by CMake for\nsystems where no source is packaged (Debian Wheezy, Arch Linux,\nFedora,...) for C++ tests\n- [Script Testing](script_testing.md)\n",55,1304,55,63
libelektra/ensure.md,## Problem\nApplications want to ensure that some functionality (=global plugin)\nis present in Elektra.\n,"Integrate `kdbEnsure` in `kdbOpen(Key *errorKey, KeySet *contract)` but only allow global plugins.\n- [Global Plugins](global_plugins.md)\n",22,1305,22,39
libelektra/elektra_web.md,"## Problem\nFor Elektra Web, there needs to be a way to remotely manage instances and groups\nof instances (clusters). The remote configuration of a single instance is\nsimple. However, to manage multiple instances, we need to store the information\nto access the daemons, as well as information about the grouping (clusters) of\ndaemons.\n",Use one cluster daemon (clusterd) to manage all clusters and instances.\n- [Elektra Web Recursive Structure decision](elektra_web_recursive.md)\n,75,1306,75,34
libelektra/holes.md,## Problem\nConfig files ideally do not copy any structure if they only want to\nset a single key.\n,"Support holes and values for non-leaves in a KeySet if the underlying format allows it.\nIf the underlying format does not support it and there is also not an obvious\nway how to circumvent it -- e.g., JSON which does not have comments -- holes and\nvalues in non-leaves can be supported with key names starting with ®elektra.\n",23,1307,23,75
libelektra/ingroup_removal.md,"## Problem\nCurrently, an error or warning message in elektra causes the following line to be shown:\n```\nIngroup: <group>\n```\nIts main purpose is to show the user if the error occurred in either `kdb`, `module` or `plugin`.\nThe problem is that this message is of no value for the user and increases the verbosity of the message.\n",The `ingroup` message will be removed as it does not yield any notable benefit.\nSee [Error concept](error_codes.md)\n,83,1308,83,28
libelektra/lookup_every_key.md,"## Problem\nOn structures like maps or [arrays](array.md) there are different\npossibilities which keys are looked up in the KeySet and which\nare simply iterated.\nWithout any guidelines, applications would provide arbitrary inconsistent\nbehavior.\n","Every key that an application wants to use, must be looked up\nwith `ksLookup` using a cascading lookup key.\n- [Arrays](array.md)\n",51,1310,51,35
libelektra/functions_with_buffers.md,"## Problem\nCurrently the way functions like keyGetName() work is by passing a buffer with\na maxSize and if the buffer is large enough, the value gets copied into the\nbuffer. This leads to the user having to write a lot of surrounding boilerplate\ncode, checking for the size of every value / name they want to copy into a buffer.\n","- Remove Functions:\n- keyGetName()\n- keyGetUnescapedName()\n- keyGetBaseName()\n- keyGetString()\n- keyGetBinary()\n- add documentation in API docu about life-time and add in release notes that you should use strncpy() / memcpy() instead:\n```c\n// str values\nstrncpy(..., keyName (k), ...)\n// binary values\nmemcpy(..., keyValue (k), ...)\n```\n",74,1313,74,99
libelektra/global_validation.md,## Problem\nLinks and validation constraints might point to keys not loaded\nwith the respective `kdbGet`.\n,"Not supported, admins/maintainers need to stay with their spec within what applications request by `kdbGet`.\n- [Internal Cache](internal_cache.md)\n",24,1315,24,35
libelektra/null_pointer_checks.md,## Problem\nCurrently all functions do proper argument checking which might degrade\nperformance.\n,Rejected (keep checks) due to time constraints\n,17,1317,17,10
libelektra/capabilities.md,"## Problem\nOnly plugins like `dump` and `quickdump` are able to represent any KeySet\n(as they are designed to do so). Limitations of other storage plugins are\ne.g., that not every structure of configuration is allowed.\nSome of these limitations were documented `infos/status`, others were not.\n","Add `infos/features/storage` to document limitations of storage plugins.\nIdeally, storage plugins should throw an error in `kdbSet` for\nunrepresentable KeySets.\nElektra cannot guarantee that any configuration file format can\nbe mounted anywhere.\nDevelopers, maintainers and administrators are responsible for what\nthey mount. They need to test the setup.\n- [Base Name](base_name.md)\n",66,1318,66,88
cfo/0002-use-yarn-install-instead-of-npm-install-for-web.md,## Context\nI see found both `yarn.lock` and `package-lock.json` in the repository.\n,Sticking to `yarn` for `web` for now.\n,23,1320,23,15
cfo/0001-record-architecture-decisions.md,## Context\nWe need to record the architectural decisions made on this project.\n,"We will use Architecture Decision Records, as [described by Michael Nygard](http://thinkrelevance.com/blog/2011/11/15/documenting-architecture-decisions).\n",16,1321,16,39
molgenis-service-armadillo/0006-use-rdata-format-as-data-input.md,"## Context\nWe want to make the MOLGENIS ""Armadillo"" service data provider agnostic. There are a couple of reasons why we are doing this\n- the service is usable for other parties as well\n- the service can still integrate with MOLGENIS.\n- the release cycle of the service is data provider independent\n- the service can be developed by other parties as well\n","We implement an endpoint to upload and load RData files in the MOLGENIS ""Armadillo"" service to manage data for the use in DataSHIELD.\n",83,1326,83,35
molgenis-service-armadillo/0004-implement-asynchronicity-in-requestflow.md,## Context\nClients can have operations running on multiple DataSHIELD servers concurrently.\n,We need to support asynchronous requests in the R client. We implemented it using completable futures.\nWe must keep the last execution result for each R session until it gets retrieved or until a new execution is started.\n,17,1327,17,44
molgenis-service-armadillo/0001-use-adr-to-describe-architecture-decisions.md,## Context\nWe need to record the architectural decisions made on this project.\n,"We will use Architecture Decision Records, as described by Michael Nygard in this article: http://thinkrelevance.com/blog/2011/11/15/documenting-architecture-decisions.\n",16,1328,16,40
molgenis-service-armadillo/0005-deploy-on-both-vm-and-kubernetes.md,## Context\nBecause of the diversity in landscape we need to be able to deploy on different environments.\n,We are going to create deployments for virtual machines based on CentOS (>=8) using Ansible and Vagrant.\nBesides that we are going to create a chart which allows you to deploy on Kubernetes.\n,21,1329,21,42
molgenis-service-armadillo/0009-use-bean-scope-for-profiles.md,## Context\nWe need to be able to switch between profiles.\nBut many singleton beans have profile information in them.\n,"Create a custom `@ProfileScope` to store the different versions of the profiles and inject proxies\nto look up the correct instance.\nWe already did this for the ArmadilloSession, a `@SessionScope` bean, to store the connection to\nthe R server which is different for each user session.\n",25,1330,25,66
molgenis-service-armadillo/0002-implement-authentication-using-openid.md,## Context\nWe need a way to help users authentication in our system\n,"We implement openid in our application so we use ID-providers to authenticate in our services.\nWe intent to use JWTs which are machine-readable bearer tokens, to integrate external services.\n",15,1331,15,38
molgenis-service-armadillo/0008-load-multiple-rdata-files.md,## Context\nWe want to give researchers as much freedom as possible when they're selecting and loading data.\n,The `/load-tables` endpoint supports loading multiple .RData files at once. These files can be in different folders.\n,22,1333,22,26
astarte/0002-astarte-channels-are-not-meant-to-be-reliable.md,"## Context\nAstarte Channels are a way to receive events of specific Astarte entities via\nWebsockets, leveraging Phoenix Channels and volatile Triggers.\nDue to the way volatile Triggers are implemented, it would be necessary to\nintroduce a large overhead to guarantee that all the data is correctly\ndelivered to Astarte Channels.\n","Since we already have a reliable way to receive the events of a given entity\n(persistent Triggers), we will not guarantee that Astarte Channels are a\nreliable source of events.\n",73,1334,73,40
astarte/0001-record-architecture-decisions.md,## Context\nWe need to record the architectural decisions made on this project.\n,"We will use Architecture Decision Records, as described by Michael Nygard in this article: http://thinkrelevance.com/blog/2011/11/15/documenting-architecture-decisions\n",16,1335,16,39
dilay/0002-framework-project-directory-examples.md,## Context\nContext here...\n,Decision here...\n,7,1336,7,4
dilay/0003-use-compile-api-to-transfter-class.md,## Context\nhttps://github.com/microsoft/TypeScript/wiki/Using-the-Compiler-API\nhttps://github.com/dsherret/ts-morph#readme\n> TypeScript Compiler API wrapper. Provides an easier way to navigate and manipulate TypeScript and JavaScript code.\n,Decision here...\n,54,1337,54,4
static/0001-record-architecture-decisions.md,## Context\nWe need to record the architectural decisions made on this project.\n,"We will use Architecture Decision Records, as described by Michael Nygard in this article: http://thinkrelevance.com/blog/2011/11/15/documenting-architecture-decisions\n",16,1362,16,39
monitoring-doc/0010-packaging-node-exporter-as-deb-for-verify.md,## Context\nNode Exporter needs to be installed on Verify's infrastructure so that machine metrics can be gathered.\nVerify runs Ubuntu Trusty which does not have an existing node exporter package.\nVerify has an existing workflow for packaging binaries which can be leveraged to package node exporter.\n,Node exporter will be packaged as a deb using FPM following Verify's exiting packaging workflow.\n,58,1367,58,19
